index,movieId,title,genres,director,,,,,,,,,,,,,,,,,,,,,
2195,2917,Body Heat (1981),Crime|Thriller,Brian Taylor,,,,,,,,,,,,,,,,,,,,,istanbul australia post world war i farmer missing in action
2196,2918,Ferris Bueller's Day Off (1986),Comedy,Woody Allen,,,,,,,,,,,,,,,,,,,,,baltimore thanksgiving family clan family conflict generations conflict
2197,2919,"Year of Living Dangerously, The (1982)",Drama|Romance|War,Michael O. Sajbel,,,,,,,,,,,,,,,,,,,,,kung fu magic mafia defense gangster
2198,2921,High Plains Drifter (1973),Western,Phillip Noyce,,,,,,,,,,,,,,,,,,,,,human animal relationship musical clowning bear social satire
2199,2922,Hang 'Em High (1968),Crime|Drama|Western,Gore Verbinski,,,,,,,,,,,,,,,,,,,,,1970s afghanistan hang gliding war in afghanistan taliban
2200,2924,Drunken Master (Jui kuen) (1978),Action|Comedy,Walter Hill,,,,,,,,,,,,,,,,,,,,,life and death transplantation suicide attempt desperation loss of family
2201,2925,"Conformist, The (Conformista, Il) (1970)",Drama,David Koepp,,,,,,,,,,,,,,,,,,,,,independent film
2202,2926,Hairspray (1988),Comedy|Drama,Renny Harlin,,,,,,,,,,,,,,,,,,,,,infidelity bachelor blackmail fantasy truth
2203,2927,Brief Encounter (1946),Drama|Romance,Matt Reeves,,,,,,,,,,,,,,,,,,,,,college lost and found older brother younger sister woman director young adult
2204,2928,"Razor's Edge, The (1984)",Drama,Charles T. Kanganis,,,,,,,,,,,,,,,,,,,,,usa capitalism capitalist wall street criticism and blame
2205,2929,Reds (1981),Drama|Romance,Michel Gondry,,,,,,,,,,,,,,,,,,,,,jesus christ biography epic
2206,2930,Return with Honor (1998),Documentary,Stephen Frears,,,,,,,,,,,,,,,,,,,,,fbi missing child
2207,2931,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy,John Hillcoat,,,,,,,,,,,,,,,,,,,,,natural disaster violence mortal danger duringcreditsstinger
2208,2932,Days of Heaven (1978),Drama,Woody Allen,,,,,,,,,,,,,,,,,,,,,robbery homeless person bank armored car truck
2209,2935,"Lady Eve, The (1941)",Comedy|Romance,Damon Santostefano,,,,,,,,,,,,,,,,,,,,,london england bomb brother brother relationship helicopter based on novel
2210,2936,Sullivan's Travels (1941),Adventure|Comedy|Romance,John Wells,,,,,,,,,,,,,,,,,,,,,based on novel loser magazine womanizer mission
2211,2937,"Palm Beach Story, The (1942)",Comedy,Neil Jordan,,,,,,,,,,,,,,,,,,,,,usa president anti hero dementia future space
2212,2939,Niagara (1953),Drama|Thriller,Woody Allen,,,,,,,,,,,,,,,,,,,,,jealousy inventor neighbor best friend milliionaire
2213,2940,Gilda (1946),Drama|Film-Noir|Mystery|Romance,James Wan,,,,,,,,,,,,,,,,,,,,,female nudity prostitute horse race heart strip club
2214,2941,South Pacific (1958),Musical|Romance|War,Kirk Jones,,,,,,,,,,,,,,,,,,,,,lover (female) talent mafia boss author
2215,2942,Flashdance (1983),Drama|Romance,Bob Clark,,,,,,,,,,,,,,,,,,,,,based on novel persia queen esther
2216,2943,Indochine (1992),Drama|Romance,Les Mayfield,,,,,,,,,,,,,,,,,,,,,terror journalist lover (female) saigon indochina
2217,2944,"Dirty Dozen, The (1967)",Action|Drama|War,Les Mayfield,,,,,,,,,,,,,,,,,,,,,new york chicago midlife crisis television daughter
2218,2946,Help! (1965),Comedy|Musical,Michael Lembeck,,,,,,,,,,,,,,,,,,,,,sport
2219,2947,Goldfinger (1964),Action|Adventure|Thriller,Bob Fosse,,,,,,,,,,,,,,,,,,,,,dying and death misanthrope lecture cardiopulmonery resuscitation
2220,2948,From Russia with Love (1963),Action|Adventure|Thriller,Paul Thomas Anderson,,,,,,,,,,,,,,,,,,,,,police cops cat and mouse family revenge drama
2221,2949,Dr. No (1962),Action|Adventure|Thriller,Frank Passingham,,,,,,,,,,,,,,,,,,,,,vampire child vampire remake bully young boy
2222,2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,Benson Lee,,,,,,,,,,,,,,,,,,,,,underdog hero friendship treasure hunt friends
2223,2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,David Zucker,,,,,,,,,,,,,,,,,,,,,camcorder videoband delusion nuclear power plant video store
2224,2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller,Robert Rodriguez,,,,,,,,,,,,,,,,,,,,,world war ii widow musical theatre milieu nacktrevue
2225,2953,Home Alone 2: Lost in New York (1992),Children|Comedy,Glen Morgan,,,,,,,,,,,,,,,,,,,,,heist betrayal dirty cop
2226,2956,Someone to Watch Over Me (1987),Action|Crime|Thriller,Fred Wolf,,,,,,,,,,,,,,,,,,,,,new york writer's block insanity independent film author
2227,2959,Fight Club (1999),Action|Crime|Drama|Thriller,Mike Leigh,,,,,,,,,,,,,,,,,,,,,gay dance architect artist tango
2228,2961,"Story of Us, The (1999)",Comedy|Drama,Alejandro Monteverde,,,,,,,,,,,,,,,,,,,,,london england cook restaurant diva career
2229,2962,Fever Pitch (1997),Comedy|Romance,David Cronenberg,,,,,,,,,,,,,,,,,,,,,prison prisoner independent film
2230,2964,Julien Donkey-Boy (1999),Drama,Richard Linklater,,,,,,,,,,,,,,,,,,,,,paris venice adultery robbery lovesickness
2231,2965,"Omega Code, The (1999)",Action,Curtis Hanson,,,,,,,,,,,,,,,,,,,,,loss of son repayment revenge murder gang
2232,2966,"Straight Story, The (1999)",Adventure|Drama,Uwe Boll,,,,,,,,,,,,,,,,,,,,,family relationships doctor retired visit widower
2233,2967,"Bad Seed, The (1956)",Drama|Thriller,Todd Graff,,,,,,,,,,,,,,,,,,,,,baby baseball scientific study computer genius
2234,2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,Jonathan Glazer,,,,,,,,,,,,,,,,,,,,,mistake in person false identity arms dealer cop police officer
2235,2969,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance,J.C. Chandor,,,,,,,,,,,,,,,,,,,,,istanbul australia post world war i farmer missing in action
2236,2970,Fitzcarraldo (1982),Adventure|Drama,Paul Gross,,,,,,,,,,,,,,,,,,,,,gay drag queen mistaken identity
2237,2971,All That Jazz (1979),Drama|Fantasy|Musical,Marc Abraham,,,,,,,,,,,,,,,,,,,,,broken engagement charity celebrity tragic love dancehall girl
2238,2972,Red Sorghum (Hong gao liang) (1987),Drama|War,Todd Haynes,,,,,,,,,,,,,,,,,,,,,based on novel 1970s private investigator smoking marijuana los angeles
2239,2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama,Mabrouk El Mechri,,,,,,,,,,,,,,,,,,,,,istanbul australia post world war i farmer missing in action
2240,2974,Bats (1999),Horror|Thriller,Rian Johnson,,,,,,,,,,,,,,,,,,,,,musical 3d
2241,2975,"Best Man, The (1999)",Comedy|Drama,Charlie Kaufman,,,,,,,,,,,,,,,,,,,,,terrorist parody documentary filmmaker sattire
2242,2976,Bringing Out the Dead (1999),Drama,Hayao Miyazaki,,,,,,,,,,,,,,,,,,,,,mexico white house nuclear missile machete outer space
2243,2977,Crazy in Alabama (1999),Comedy|Drama,Jean-Paul Rappeneau,,,,,,,,,,,,,,,,,,,,,bad boss evil mother revenge humiliation obedience
2244,2978,Three to Tango (1999),Comedy|Romance,Nancy Walker,,,,,,,,,,,,,,,,,,,,,tv show bigfoot
2245,2979,Body Shots (1999),Drama,John Hillcoat,,,,,,,,,,,,,,,,,,,,,prostitute musical biography telephone call cigar smoking
2246,2982,"Guardian, The (1990)",Horror|Thriller,Angelo Pizzo,,,,,,,,,,,,,,,,,,,,,japanese world war ii spirituality
2247,2983,"Ipcress File, The (1965)",Thriller,Richard Benjamin,,,,,,,,,,,,,,,,,,,,,based on novel psychoanalysis sigmund freud biography spanking
2248,2984,On Any Sunday (1971),Documentary,Kurt Wimmer,,,,,,,,,,,,,,,,,,,,,california detective based on novel dream undercover
2249,2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,Roger Spottiswoode,,,,,,,,,,,,,,,,,,,,,wave surfing sport mentor prot\u00e9g\u00e9 relationship santa cruz california
2250,2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,James Gray,,,,,,,,,,,,,,,,,,,,,detective monster professor island museum
2251,2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,Matthew Diamond,,,,,,,,,,,,,,,,,,,,,new jersey musical battle of the bands teenager rock band
2252,2988,Melvin and Howard (1980),Drama,Angelina Jolie,,,,,,,,,,,,,,,,,,,,,loss of husband reincarnation friends little boy independent film
2253,2989,For Your Eyes Only (1981),Action|Adventure|Thriller,Katsuhiro ,,,,,,,,,,,,,,,,,,,,,corruption capitalism winter american dream immigrant
2254,2990,Licence to Kill (1989),Action|Adventure|Thriller,David Anspaugh,,,,,,,,,,,,,,,,,,,,,nurse battle platoon veteran recruitment
2255,2991,Live and Let Die (1973),Action|Adventure|Thriller,Andrew Jarecki,,,,,,,,,,,,,,,,,,,,,biography
2256,2992,Rawhead Rex (1986),Horror|Thriller,Kevin Reynolds,,,,,,,,,,,,,,,,,,,,,rock and roll music style success john f. kennedy advancement
2257,2993,Thunderball (1965),Action|Adventure|Thriller,Stephen Chow,,,,,,,,,,,,,,,,,,,,,kidnapping spying government
2258,2995,House on Haunted Hill (1999),Horror|Thriller,Jean-Marie Poir,,,,,,,,,,,,,,,,,,,,,con man estafa
2259,2996,Music of the Heart (1999),Drama,Kevin Munroe,,,,,,,,,,,,,,,,,,,,,new york man-woman relation writer
2260,2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,Daniel Algrant,,,,,,,,,,,,,,,,,,,,,fight wolf village and town iron pan
2261,3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,Julie Taymor,,,,,,,,,,,,,,,,,,,,,istanbul australia post world war i farmer missing in action
2262,3002,My Best Fiend (Mein liebster Feind) (1999),Documentary,Alejandro Amen,,,,,,,,,,,,,,,,,,,,,camp disco woman director village people
2263,3003,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War,Daniel Lee,,,,,,,,,,,,,,,,,,,,,gallows australia psychopath outlaw misanthrope
2264,3004,"Bachelor, The (1999)",Comedy|Romance,Mike Barker,,,,,,,,,,,,,,,,,,,,,american football biography sport championship
2265,3005,"Bone Collector, The (1999)",Thriller,Wayne Thornley,,,,,,,,,,,,,,,,,,,,,istanbul australia post world war i farmer missing in action
2266,3006,"Insider, The (1999)",Drama|Thriller,Gnana Rajasekaran,,,,,,,,,,,,,,,,,,,,,resistance fascism totalitarian regime destroy phasing
2267,3007,American Movie (1999),Documentary,Tom Walsh,,,,,,,,,,,,,,,,,,,,,based on true story duringcreditsstinger
2268,3008,Last Night (1998),Drama|Sci-Fi,Jonathan Jakubowicz,,,,,,,,,,,,,,,,,,,,,corruption subway infiltration criminal
2269,3010,Rosetta (1999),Drama,James McTeigue,,,,,,,,,,,,,,,,,,,,,sport
2270,3011,"They Shoot Horses, Don't They? (1969)",Drama,Scott Walker,,,,,,,,,,,,,,,,,,,,,france hotel 1970s grief travel
2271,3013,Bride of Re-Animator (1990),Comedy|Horror,John Curran,,,,,,,,,,,,,,,,,,,,,england inventor ball boy industrial revolution
2272,3014,Bustin' Loose (1981),Comedy,Uli Edel,,,,,,,,,,,,,,,,,,,,,sport
2273,3015,Coma (1978),Thriller,Kevin Costner,,,,,,,,,,,,,,,,,,,,,difficult childhood patriarch childhood trauma dysfunctional marriage
2274,3016,Creepshow (1982),Horror,Jake Kasdan,,,,,,,,,,,,,,,,,,,,,in love with enemy indigenous island
2275,3017,Creepshow 2 (1987),Horror,Harold Becker,,,,,,,,,,,,,,,,,,,,,little boy ufo extraterrestrial
2276,3018,Re-Animator (1985),Comedy|Horror|Sci-Fi,Mark Rosman,,,,,,,,,,,,,,,,,,,,,mephisto french revolution time travel leap in time knight
2277,3019,Drugstore Cowboy (1989),Crime|Drama,Wes Craven,,,,,,,,,,,,,,,,,,,,,detective vampire supernatural zombie werewolf
2278,3020,Falling Down (1993),Action|Drama,Steve Beck,,,,,,,,,,,,,,,,,,,,,drug addiction press release from prison women's prison party
2279,3021,"Funhouse, The (1981)",Horror,Stanley Kubrick,,,,,,,,,,,,,,,,,,,,,shakespeare sword island frog sorcery
2280,3022,"General, The (1926)",Comedy|War,Robert Zemeckis,,,,,,,,,,,,,,,,,,,,,investigation memory loss
2281,3024,Piranha (1978),Horror|Sci-Fi,William Malone,,,,,,,,,,,,,,,,,,,,,warrior woman number in title
2282,3028,"Taming of the Shrew, The (1967)",Comedy,Tyler Perry,,,,,,,,,,,,,,,,,,,,,chicago infidelity man-woman relation revenge
2283,3029,Nighthawks (1981),Action|Drama,Rob Hawk,,,,,,,,,,,,,,,,,,,,,falcon bird origin
2284,3030,Yojimbo (1961),Action|Adventure,Josh Gordon,,,,,,,,,,,,,,,,,,,,,mathematician biography prodigy ramanujam math genius
2285,3031,Repossessed (1990),Comedy,Shawn Levy,,,,,,,,,,,,,,,,,,,,,istanbul australia post world war i farmer missing in action
2286,3032,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,Lee Tamahori,,,,,,,,,,,,,,,,,,,,,istanbul australia post world war i farmer missing in action
2287,3033,Spaceballs (1987),Comedy|Sci-Fi,Britt Allcroft,,,,,,,,,,,,,,,,,,,,,new year's eve fire showdown terrorist embassy
2288,3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,Breck Eisner,,,,,,,,,,,,,,,,,,,,,gun escape serial killer man hunt hunting
2289,3035,Mister Roberts (1955),Comedy|Drama|War,Hayao Miyazaki,,,,,,,,,,,,,,,,,,,,,china cholera foreign aid epidemic loveless marriage
2290,3036,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama,Alan Yuen,,,,,,,,,,,,,,,,,,,,,terror raf 1970s
2291,3037,Little Big Man (1970),Western,Roger Donaldson,,,,,,,,,,,,,,,,,,,,,countryside based on novel suicide attempt culture clash loss of family
2292,3038,"Face in the Crowd, A (1957)",Drama,Brian Percival,,,,,,,,,,,,,,,,,,,,,classroom teacher school workplace humor
2293,3039,Trading Places (1983),Comedy,Sean Anders,,,,,,,,,,,,,,,,,,,,,new york alcohol sex detective newspaper
2294,3040,Meatballs (1979),Comedy,Anand Tucker,,,,,,,,,,,,,,,,,,,,,jealousy cinderella work step mother high school
2295,3041,Meatballs Part II (1984),Comedy,Anthony Mann,,,,,,,,,,,,,,,,,,,,,halloween gore serial killer slasher tabloid
2296,3042,Meatballs III (1987),Comedy,Michael Dowse,,,,,,,,,,,,,,,,,,,,,hunter nanny nudity collector house
2297,3043,Meatballs 4 (1992),Comedy,Daniel Barnz,,,,,,,,,,,,,,,,,,,,,hotel isolation hotelier colorado maze
2298,3044,Dead Again (1991),Mystery|Romance|Thriller,Emile Ardolino,,,,,,,,,,,,,,,,,,,,,clock tower car race terrorist delorean lightning
2299,3045,Peter's Friends (1992),Comedy|Drama,Robert Altman,,,,,,,,,,,,,,,,,,,,,lunatic asylum aftercreditsstinger
2300,3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,James Schamus,,,,,,,,,,,,,,,,,,,,,aunt duringcreditsstinger
2301,3048,Under the Rainbow (1981),Comedy,Andrew Douglas,,,,,,,,,,,,,,,,,,,,,new jersey martial arts sister sport murder
2302,3051,Anywhere But Here (1999),Comedy|Drama,Spike Jonze,,,,,,,,,,,,,,,,,,,,,alcohol single parent baby restaurant aquarium
2303,3052,Dogma (1999),Adventure|Comedy|Fantasy,George A. Romero,,,,,,,,,,,,,,,,,,,,,venice france prison fire europe
2304,3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,Danny Pang,,,,,,,,,,,,,,,,,,,,,palace impostor pervertion
2305,3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,Terry Gilliam,,,,,,,,,,,,,,,,,,,,,sport
2306,3055,Felicia's Journey (1999),Thriller,Ricky Gervais,,,,,,,,,,,,,,,,,,,,,terror biological weapon cover-up splatter duringcreditsstinger
2307,3056,Oxygen (1999),Crime|Drama|Thriller,Nicholas Stoller,,,,,,,,,,,,,,,,,,,,,witch parents kids relationship magic twilight darkness
2308,3057,Where's Marlowe? (1998),Comedy,Chuck Russell,,,,,,,,,,,,,,,,,,,,,robbery street war gun battle rogue cop
2309,3060,"Commitments, The (1991)",Comedy|Drama|Musical,Penny Marshall,,,,,,,,,,,,,,,,,,,,,female nudity exotic island mutiny lake nudity
2310,3061,Holiday Inn (1942),Comedy|Musical,Larry Charles,,,,,,,,,,,,,,,,,,,,,world war ii book nazi germany jewish
2311,3062,"Longest Day, The (1962)",Action|Drama|War,Robert Luketic,,,,,,,,,,,,,,,,,,,,,sex jealousy virgin nudity community
2312,3063,Poison Ivy (1992),Drama|Thriller,Leonard Nimoy,,,,,,,,,,,,,,,,,,,,,taxi bar wales marriage proposal airplane
2313,3064,Poison Ivy: New Seduction (1997),Drama|Thriller,Scott Derrickson,,,,,,,,,,,,,,,,,,,,,roman empire ancient rome
2314,3066,Tora! Tora! Tora! (1970),Action|Drama|War,Mike Mitchell,,,,,,,,,,,,,,,,,,,,,becoming an adult lie night sister job
2315,3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,Vic Armstrong,,,,,,,,,,,,,,,,,,,,,based on true story
2316,3068,"Verdict, The (1982)",Drama|Mystery,Thomas Bezucha,,,,,,,,,,,,,,,,,,,,,ballet
2317,3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,Kevin Rodney Sullivan,,,,,,,,,,,,,,,,,,,,,politician kansas city election jazz music
2318,3071,Stand and Deliver (1988),Comedy|Drama,Terry Zwigoff,,,,,,,,,,,,,,,,,,,,,based on novel jewish life ohio 1950s
2319,3072,Moonstruck (1987),Comedy|Romance,Jay Roach,,,,,,,,,,,,,,,,,,,,,holy water long island remake family dinner paranormal
2320,3073,"Sandpiper, The (1965)",Drama|Romance,Kirk Jones,,,,,,,,,,,,,,,,,,,,,alligator marriage crisis writer's block orchid
2321,3074,Jeremiah Johnson (1972),Western,David Bowers,,,,,,,,,,,,,,,,,,,,,cage dystopia survivor zombie zombie apocalypse
2322,3075,Repulsion (1965),Drama|Horror,John McTiernan,,,,,,,,,,,,,,,,,,,,,istanbul australia post world war i farmer missing in action
2323,3076,Irma la Douce (1963),Comedy,Milo,,,,,,,,,,,,,,,,,,,,,gonzo journalist sweaty face fake identity wedding chapel grapefruit
2324,3077,42 Up (1998),Documentary,Nelson McCormick,,,,,,,,,,,,,,,,,,,,,istanbul australia post world war i farmer missing in action
2325,3078,Liberty Heights (1999),Drama,Mark Waters,,,,,,,,,,,,,,,,,,,,,alcohol baby party family fraternity
2326,3079,Mansfield Park (1999),Comedy|Drama|Romance,Audrey Wells,,,,,,,,,,,,,,,,,,,,,dual identity bank mockery green balloon
2327,3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,Robert Altman,,,,,,,,,,,,,,,,,,,,,baseball co-worker bronx pinball machine toy maker
2328,3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,Francis Ford Coppola,,,,,,,,,,,,,,,,,,,,,male nudity usa california prostitute journalist
2329,3083,All About My Mother (Todo sobre mi madre) (1999),Drama,Alejandro Gonz,,,,,,,,,,,,,,,,,,,,,harvard law school black female judge smart blonde girl power
2330,3086,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,Woody Allen,,,,,,,,,,,,,,,,,,,,,istanbul australia post world war i farmer missing in action
2331,3087,Scrooged (1988),Comedy|Fantasy|Romance,Paul Greengrass,,,,,,,,,,,,,,,,,,,,,epilepsy possession teenage girl spirit umbrella
2332,3088,Harvey (1950),Comedy|Fantasy,Bille Woodruff,,,,,,,,,,,,,,,,,,,,,fish aquarium carnival house callboy
2333,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,Rick Friedberg,,,,,,,,,,,,,,,,,,,,,airplane the rapture remake pilot hero
2334,3090,Matewan (1987),Drama,John Carpenter,,,,,,,,,,,,,,,,,,,,,holiday christmas
2335,3091,Kagemusha (1980),Drama|War,Sean McNamara,,,,,,,,,,,,,,,,,,,,,blaxploitation
2336,3093,McCabe & Mrs. Miller (1971),Drama|Western,Mike Nichols,,,,,,,,,,,,,,,,,,,,,holiday elves christmas party department store safe
2337,3094,Maurice (1987),Drama|Romance,Jody Hill,,,,,,,,,,,,,,,,,,,,,android undercover missile group therapy airplane
2338,3095,"Grapes of Wrath, The (1940)",Drama,Richard Fleischer,,,,,,,,,,,,,,,,,,,,,comedy wedding
2339,3096,My Man Godfrey (1957),Comedy,Martin Scorsese,,,,,,,,,,,,,,,,,,,,,based on novel middle school
2340,3097,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,Brandon Camp,,,,,,,,,,,,,,,,,,,,,central and south america predator alien stalking invisible
2341,3098,"Natural, The (1984)",Drama,Barry Levinson,,,,,,,,,,,,,,,,,,,,,italy composer opera talent musician
2342,3099,Shampoo (1975),Comedy|Drama|Romance,Kevin Tancharoen,,,,,,,,,,,,,,,,,,,,,aunt remake blood on shirt slasher death of family
2343,3100,"River Runs Through It, A (1992)",Drama,Danny Boyle,,,,,,,,,,,,,,,,,,,,,female friendship high school fish out of water best friend teenager
2344,3101,Fatal Attraction (1987),Drama|Thriller,Woody Allen,,,,,,,,,,,,,,,,,,,,,depression toscana recreation author divorce
2345,3102,Jagged Edge (1985),Crime|Romance|Thriller,Nicholas Hytner,,,,,,,,,,,,,,,,,,,,,servant money shooting party
2346,3103,Stanley & Iris (1990),Drama|Romance,Jessie Nelson,,,,,,,,,,,,,,,,,,,,,time travel high school reunion
2347,3104,Midnight Run (1988),Action|Comedy|Crime|Thriller,Bart Freundlich,,,,,,,,,,,,,,,,,,,,,times square superhero long take new york city play
2348,3105,Awakenings (1990),Drama|Mystery,Irwin Winkler,,,,,,,,,,,,,,,,,,,,,san francisco sister sister relationship new york city rich narcissism
2349,3106,Come See the Paradise (1990),Drama|Romance,Danny Boyle,,,,,,,,,,,,,,,,,,,,,airplane hijacking terror cell emergency landing war on terror
2350,3107,Backdraft (1991),Action|Drama,Chris Columbus,,,,,,,,,,,,,,,,,,,,,new york dancing hip-hop dream dance
2351,3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,Miguel Arteta,,,,,,,,,,,,,,,,,,,,,atomic bomb spoof james bond spoof
2352,3109,"River, The (1984)",Drama,William A. Fraker,,,,,,,,,,,,,,,,,,,,,prophecy sea beach gold small town
2353,3111,Places in the Heart (1984),Drama,John Boorman,,,,,,,,,,,,,,,,,,,,,competition based on novel shark attack surfing biography
2354,3112,'night Mother (1986),Drama,Brian De Palma,,,,,,,,,,,,,,,,,,,,,world war ii island bomber pianosa american
2355,3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,Courtney Solomon,,,,,,,,,,,,,,,,,,,,,robbery unrequited love security guard mall
2356,3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,Ang Lee,,,,,,,,,,,,,,,,,,,,,swordplay sword magic warrior woman lone wolf
2357,3115,Flawless (1999),Drama,Rob Reiner,,,,,,,,,,,,,,,,,,,,,transporter jealousy violent husband paranoia boxer
2358,3117,Ride with the Devil (1999),Drama|Romance|War,Jeff Kanew,,,,,,,,,,,,,,,,,,,,,hotel florist forest grief seminar
2359,3120,"Distinguished Gentleman, The (1992)",Comedy,Istv,,,,,,,,,,,,,,,,,,,,,london england school friend religion and supernatural sherlock holmes murder
2360,3125,"End of the Affair, The (1999)",Drama,Adrian Lyne,,,,,,,,,,,,,,,,,,,,,musical duringcreditsstinger
2361,3127,Holy Smoke (1999),Comedy|Drama,Matthew Robbins,,,,,,,,,,,,,,,,,,,,,mountains despair adventure utah alone
2362,3129,Sweet and Lowdown (1999),Comedy|Drama,Michael Hoffman,,,,,,,,,,,,,,,,,,,,,bank restaurant role of women bank robber wife
2363,3130,Bonfire of the Vanities (1990),Comedy|Crime|Drama,Tim Burton,,,,,,,,,,,,,,,,,,,,,new york competition dancer dance ball
2364,3132,Daddy Long Legs (1919),Comedy|Drama,Jason Reitman,,,,,,,,,,,,,,,,,,,,,big family family relationships family woman director christmas
2365,3134,Grand Illusion (La grande illusion) (1937),Drama|War,Sergei Bodrov,,,,,,,,,,,,,,,,,,,,,bank robbery
2366,3135,"Great Santini, The (1979)",Drama,Guy Ritchie,,,,,,,,,,,,,,,,,,,,,father son relationship house cancer drug divorce
2367,3138,Stealing Home (1988),Drama,Hal Needham,,,,,,,,,,,,,,,,,,,,,biography computer father daughter relationship apple computer steve jobs
2368,3141,"Two Jakes, The (1990)",Drama,Kenneth Branagh,,,,,,,,,,,,,,,,,,,,,virgin cheerleader graduation high school aspen
2369,3142,U2: Rattle and Hum (1988),Documentary|Musical,Bruce Beresford,,,,,,,,,,,,,,,,,,,,,based on novel coming of age duringcreditsstinger
2370,3143,Hell in the Pacific (1968),Drama|War,Jeff Nichols,,,,,,,,,,,,,,,,,,,,,lone ranger wild bill hickok buffalo bill the lone ranger
2371,3145,Cradle Will Rock (1999),Drama,Woody Allen,,,,,,,,,,,,,,,,,,,,,dancing spy birthday map fireworks
2372,3146,Deuce Bigalow: Male Gigolo (1999),Comedy,Jonathan Teplitzky,,,,,,,,,,,,,,,,,,,,,audio tape hitman presidential election noises yell
2373,3147,"Green Mile, The (1999)",Crime|Drama,Michael Haneke,,,,,,,,,,,,,,,,,,,,,istanbul australia post world war i farmer missing in action
2374,3148,"Cider House Rules, The (1999)",Drama,Zack Ward,,,,,,,,,,,,,,,,,,,,,based on novel 1970s thanksgiving dysfunctional family independent film
2375,3150,"War Zone, The (1999)",Drama|Thriller,Mike Marvin,,,,,,,,,,,,,,,,,,,,,grandfather granddaughter relationship neighbor wealthy elderly estrangement
2376,3152,"Last Picture Show, The (1971)",Drama,D.J. Caruso,,,,,,,,,,,,,,,,,,,,,wilderness teen angst
2377,3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,Nimr,,,,,,,,,,,,,,,,,,,,,istanbul australia post world war i farmer missing in action
2378,3155,Anna and the King (1999),Drama|Romance,Gregor Jordan,,,,,,,,,,,,,,,,,,,,,sexual obsession prostitute women's sexual identity broker gallery owner
2379,3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi,Olivier Assayas,,,,,,,,,,,,,,,,,,,,,secret identity self sacrifice magic virgin solar eclipse
2380,3157,Stuart Little (1999),Children|Comedy|Fantasy,Tran Anh Hung,,,,,,,,,,,,,,,,,,,,,duringcreditsstinger
2381,3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,Lance Hool,,,,,,,,,,,,,,,,,,,,,individual taxi transsexuality fortune teller film business
2382,3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,George A. Romero,,,,,,,,,,,,,,,,,,,,,escaped convict depressed mom
2383,3160,Magnolia (1999),Drama,Chuck Russell,,,,,,,,,,,,,,,,,,,,,mongolia genghis khan
2384,3161,Onegin (1999),Drama|Romance,Christian Volckman,,,,,,,,,,,,,,,,,,,,,london england gang leader money gang crime
2385,3162,Simpatico (1999),Comedy|Drama,Richard Fleischer,,,,,,,,,,,,,,,,,,,,,dictator soldier electronic music score military unit
2386,3163,Topsy-Turvy (1999),Comedy|Drama|Musical,Rodrigo Cort,,,,,,,,,,,,,,,,,,,,,mother shakespeare denmark loss of father prince
2387,3165,Boiling Point (1993),Action|Drama,Greg Mottola,,,,,,,,,,,,,,,,,,,,,costume song village promise ballet
